,Airline_Name,Source,Destination,Departure_time,Arrival_time,Date of Journey,Number of stops,Duration,Price
0,Go First,New Delhi,Mumbai,06:05,10:20,"Sat, 4 Jun",1 Stop,4h 15m,"8,053"
1,Go First,New Delhi,Mumbai,06:05,15:00,"Sat, 4 Jun",1 Stop,8h 55m,"8,053"
2,SpiceJet,New Delhi,Mumbai,20:00,"10:30
+ 1 day","Sat, 4 Jun",1 Stop,14h 30m,"8,053"
3,IndiGo,New Delhi,Mumbai,06:30,08:35,"Sat, 4 Jun",Non Stop,2h 05m,"8,054"
4,IndiGo,New Delhi,Mumbai,05:30,07:40,"Sat, 4 Jun",Non Stop,2h 10m,"8,054"
5,IndiGo,New Delhi,Mumbai,08:45,11:00,"Sat, 4 Jun",Non Stop,2h 15m,"8,054"
6,IndiGo,New Delhi,Mumbai,09:35,12:00,"Sat, 4 Jun",Non Stop,2h 25m,"8,054"
7,Vistara,New Delhi,Mumbai,06:00,08:00,"Sat, 4 Jun",Non Stop,2h 00m,"8,055"
8,Vistara,New Delhi,Mumbai,07:30,09:45,"Sat, 4 Jun",Non Stop,2h 15m,"8,055"
9,IndiGo,New Delhi,Mumbai,23:35,"01:40
+ 1 day","Sat, 4 Jun",Non Stop,2h 05m,"8,264"
10,Air India,New Delhi,Mumbai,07:00,09:05,"Sat, 4 Jun",Non Stop,2h 05m,"8,265"
11,Air India,New Delhi,Mumbai,08:00,10:10,"Sat, 4 Jun",Non Stop,2h 10m,"8,265"
12,IndiGo,New Delhi,Mumbai,07:20,09:25,"Sat, 4 Jun",Non Stop,2h 05m,"8,684"
13,IndiGo,New Delhi,Mumbai,08:00,10:20,"Sat, 4 Jun",Non Stop,2h 20m,"8,684"
14,IndiGo,New Delhi,Mumbai,21:45,"00:10
+ 1 day","Sat, 4 Jun",Non Stop,2h 25m,"8,894"
15,IndiGo,New Delhi,Mumbai,19:45,21:55,"Sat, 4 Jun",Non Stop,2h 10m,"9,104"
16,Vistara,New Delhi,Mumbai,06:30,"06:15
+ 1 day","Sat, 4 Jun",1 Stop,23h 45m,"9,242"
17,SpiceJet,New Delhi,Mumbai,19:45,22:00,"Sat, 4 Jun",Non Stop,2h 15m,"9,523"
18,Vistara,New Delhi,Mumbai,10:20,12:35,"Sat, 4 Jun",Non Stop,2h 15m,"9,630"
19,Vistara,New Delhi,Mumbai,16:45,19:05,"Sat, 4 Jun",Non Stop,2h 20m,"9,630"
20,Air Asia,New Delhi,Mumbai,04:25,06:35,"Sat, 4 Jun",Non Stop,2h 10m,"9,661"
21,IndiGo,New Delhi,Mumbai,17:00,19:05,"Sat, 4 Jun",Non Stop,2h 05m,"9,944"
22,IndiGo,New Delhi,Mumbai,14:10,16:20,"Sat, 4 Jun",Non Stop,2h 10m,"9,944"
23,IndiGo,New Delhi,Mumbai,08:40,15:55,"Sat, 4 Jun",1 Stop,7h 15m,"10,102"
24,IndiGo,New Delhi,Mumbai,07:20,15:55,"Sat, 4 Jun",1 Stop,8h 35m,"10,102"
25,IndiGo,New Delhi,Mumbai,11:55,13:55,"Sat, 4 Jun",Non Stop,2h 00m,"10,154"
26,IndiGo,New Delhi,Mumbai,10:45,12:50,"Sat, 4 Jun",Non Stop,2h 05m,"10,154"
27,IndiGo,New Delhi,Mumbai,15:25,17:35,"Sat, 4 Jun",Non Stop,2h 10m,"10,154"
28,IndiGo,New Delhi,Mumbai,16:15,18:25,"Sat, 4 Jun",Non Stop,2h 10m,"10,154"
29,IndiGo,New Delhi,Mumbai,18:10,20:25,"Sat, 4 Jun",Non Stop,2h 15m,"10,154"
30,Vistara,New Delhi,Mumbai,15:30,17:40,"Sat, 4 Jun",Non Stop,2h 10m,"10,155"
31,Vistara,New Delhi,Mumbai,19:45,21:55,"Sat, 4 Jun",Non Stop,2h 10m,"10,155"
32,Vistara,New Delhi,Mumbai,17:45,20:05,"Sat, 4 Jun",Non Stop,2h 20m,"10,155"
33,Vistara,New Delhi,Mumbai,18:55,21:15,"Sat, 4 Jun",Non Stop,2h 20m,"10,155"
34,IndiGo,New Delhi,Mumbai,02:00,04:10,"Sat, 4 Jun",Non Stop,2h 10m,"10,364"
35,IndiGo,New Delhi,Mumbai,13:00,21:50,"Sat, 4 Jun",1 Stop,8h 50m,"10,627"
36,Vistara,New Delhi,Mumbai,14:20,16:30,"Sat, 4 Jun",Non Stop,2h 10m,"10,680"
37,IndiGo,New Delhi,Mumbai,21:05,"07:10
+ 1 day","Sat, 4 Jun",1 Stop,10h 05m,"10,732"
38,Vistara,New Delhi,Mumbai,21:20,"06:15
+ 1 day","Sat, 4 Jun",1 Stop,8h 55m,"10,817"
39,Vistara,New Delhi,Mumbai,21:20,"09:40
+ 1 day","Sat, 4 Jun",1 Stop,12h 20m,"10,817"
40,Vistara,New Delhi,Mumbai,21:20,"23:05
+ 1 day","Sat, 4 Jun",1 Stop,25h 45m,"10,817"
41,SpiceJet,New Delhi,Mumbai,16:55,"10:35
+ 1 day","Sat, 4 Jun",1 Stop,17h 40m,"10,851"
42,Vistara,New Delhi,Mumbai,12:50,15:00,"Sat, 4 Jun",Non Stop,2h 10m,"11,205"
43,Vistara,New Delhi,Mumbai,20:40,22:50,"Sat, 4 Jun",Non Stop,2h 10m,"11,205"
44,Air India,New Delhi,Mumbai,05:25,09:20,"Sat, 4 Jun",1 Stop,3h 55m,"11,205"
45,Vistara,New Delhi,Mumbai,18:10,"06:15
+ 1 day","Sat, 4 Jun",1 Stop,12h 05m,"11,342"
46,Vistara,New Delhi,Mumbai,18:10,"09:40
+ 1 day","Sat, 4 Jun",1 Stop,15h 30m,"11,342"
47,Vistara,New Delhi,Mumbai,21:30,23:30,"Sat, 4 Jun",Non Stop,2h 00m,"11,730"
48,Vistara,New Delhi,Mumbai,05:55,15:50,"Sat, 4 Jun",1 Stop,9h 55m,"12,045"
49,IndiGo,New Delhi,Mumbai,05:05,13:20,"Sat, 4 Jun",1 Stop,8h 15m,"12,097"
50,Vistara,New Delhi,Mumbai,11:40,14:00,"Sat, 4 Jun",Non Stop,2h 20m,"12,255"
51,IndiGo,New Delhi,Mumbai,04:45,11:20,"Sat, 4 Jun",1 Stop,6h 35m,"12,307"
52,Vistara,New Delhi,Mumbai,18:10,23:05,"Sat, 4 Jun",1 Stop,4h 55m,"12,392"
53,Vistara,New Delhi,Mumbai,06:30,23:05,"Sat, 4 Jun",1 Stop,16h 35m,"12,392"
54,IndiGo,New Delhi,Mumbai,05:15,13:15,"Sat, 4 Jun",1 Stop,8h 00m,"12,412"
55,Go First,New Delhi,Mumbai,07:00,09:15,"Sat, 4 Jun",Non Stop,2h 15m,"12,519"
56,Go First,New Delhi,Mumbai,12:05,14:20,"Sat, 4 Jun",Non Stop,2h 15m,"12,519"
57,IndiGo,New Delhi,Mumbai,22:15,"05:30
+ 1 day","Sat, 4 Jun",1 Stop,7h 15m,"12,622"
58,IndiGo,New Delhi,Mumbai,22:15,"08:00
+ 1 day","Sat, 4 Jun",1 Stop,9h 45m,"12,622"
59,SpiceJet,New Delhi,Mumbai,07:20,09:35,"Sat, 4 Jun",Non Stop,2h 15m,"12,673"
60,IndiGo,New Delhi,Mumbai,06:30,15:45,"Sat, 4 Jun",1 Stop,9h 15m,"12,832"
61,IndiGo,New Delhi,Mumbai,11:15,16:55,"Sat, 4 Jun",1 Stop,5h 40m,"13,042"
62,IndiGo,New Delhi,Mumbai,20:55,"07:25
+ 1 day","Sat, 4 Jun",1 Stop,10h 30m,"13,042"
63,IndiGo,New Delhi,Mumbai,06:30,11:20,"Sat, 4 Jun",1 Stop,4h 50m,"13,147"
64,Air Asia,New Delhi,Mumbai,08:10,20:40,"Sat, 4 Jun",1 Stop,12h 30m,"13,410"
65,IndiGo,New Delhi,Mumbai,17:50,22:10,"Sat, 4 Jun",1 Stop,4h 20m,"14,197"
66,Air Asia,New Delhi,Mumbai,10:40,19:15,"Sat, 4 Jun",1 Stop,8h 35m,"14,250"
67,Air Asia,New Delhi,Mumbai,10:40,23:45,"Sat, 4 Jun",1 Stop,13h 05m,"14,250"
68,IndiGo,New Delhi,Mumbai,17:00,"00:05
+ 1 day","Sat, 4 Jun",1 Stop,7h 05m,"14,302"
69,IndiGo,New Delhi,Mumbai,14:45,"00:05
+ 1 day","Sat, 4 Jun",1 Stop,9h 20m,"14,302"
70,SpiceJet,New Delhi,Mumbai,18:55,"13:40
+ 1 day","Sat, 4 Jun",1 Stop,18h 45m,"14,369"
71,IndiGo,New Delhi,Mumbai,19:35,"05:30
+ 1 day","Sat, 4 Jun",1 Stop,9h 55m,"14,512"
72,IndiGo,New Delhi,Mumbai,19:35,"00:20
+ 1 day","Sat, 4 Jun",1 Stop,4h 45m,"14,617"
73,Air India,New Delhi,Mumbai,10:45,"00:35
+ 1 day","Sat, 4 Jun",1 Stop,13h 50m,"14,670"
74,IndiGo,New Delhi,Mumbai,17:20,"00:20
+ 1 day","Sat, 4 Jun",1 Stop,7h 00m,"15,037"
75,Air India,New Delhi,Mumbai,12:50,19:15,"Sat, 4 Jun",1 Stop,6h 25m,"15,057"
76,Air India,New Delhi,Mumbai,21:15,"11:35
+ 1 day","Sat, 4 Jun",1 Stop,14h 20m,"15,155"
77,Go First,New Delhi,Mumbai,10:40,18:40,"Sat, 4 Jun",1 Stop,8h 00m,"15,458"
78,Go First,New Delhi,Mumbai,20:45,22:55,"Sat, 4 Jun",Non Stop,2h 10m,"15,719"
79,Go First,New Delhi,Mumbai,22:45,"01:00
+ 1 day","Sat, 4 Jun",Non Stop,2h 15m,"15,719"
80,Go First,New Delhi,Mumbai,22:00,"00:30
+ 1 day","Sat, 4 Jun",Non Stop,2h 30m,"15,719"
81,Vistara,New Delhi,Mumbai,09:30,11:35,"Sat, 4 Jun",Non Stop,2h 05m,"15,720"
82,Vistara,New Delhi,Mumbai,08:50,11:10,"Sat, 4 Jun",Non Stop,2h 20m,"15,720"
83,IndiGo,New Delhi,Mumbai,09:50,15:45,"Sat, 4 Jun",1 Stop,5h 55m,"15,877"
84,Vistara,New Delhi,Mumbai,18:00,"15:50
+ 1 day","Sat, 4 Jun",1 Stop,21h 50m,"15,930"
85,Vistara,New Delhi,Mumbai,18:40,"09:45
+ 1 day","Sat, 4 Jun",1 Stop,15h 05m,"16,140"
86,IndiGo,New Delhi,Mumbai,13:35,19:40,"Sat, 4 Jun",1 Stop,6h 05m,"16,297"
87,IndiGo,New Delhi,Mumbai,10:10,17:25,"Sat, 4 Jun",1 Stop,7h 15m,"16,507"
88,SpiceJet,New Delhi,Mumbai,12:05,18:50,"Sat, 4 Jun",1 Stop,6h 45m,"16,679"
89,IndiGo,New Delhi,Mumbai,05:20,10:35,"Sat, 4 Jun",1 Stop,5h 15m,"16,717"
90,Air India,New Delhi,Mumbai,20:40,"08:05
+ 1 day","Sat, 4 Jun",1 Stop,11h 25m,"16,770"
91,Vistara,New Delhi,Mumbai,11:10,"09:45
+ 1 day","Sat, 4 Jun",1 Stop,22h 35m,"16,980"
92,SpiceJet,New Delhi,Mumbai,09:00,18:50,"Sat, 4 Jun",1 Stop,9h 50m,"17,245"
93,Go First,New Delhi,Mumbai,05:00,14:20,"Sat, 4 Jun",1 Stop,9h 20m,"17,268"
94,Vistara,New Delhi,Mumbai,17:25,"09:00
+ 1 day","Sat, 4 Jun",1 Stop,15h 35m,"17,400"
95,Air India,New Delhi,Mumbai,22:00,"16:35
+ 1 day","Sat, 4 Jun",1 Stop,18h 35m,"17,400"
96,Vistara,New Delhi,Mumbai,17:25,"14:30
+ 1 day","Sat, 4 Jun",1 Stop,21h 05m,"17,400"
97,Go First,New Delhi,Mumbai,21:40,"08:10
+ 1 day","Sat, 4 Jun",1 Stop,10h 30m,"17,504"
98,SpiceJet,New Delhi,Mumbai,16:35,"13:35
+ 1 day","Sat, 4 Jun",1 Stop,21h 00m,"17,590"
99,Air India,New Delhi,Mumbai,10:45,16:35,"Sat, 4 Jun",1 Stop,5h 50m,"17,610"
100,IndiGo,New Delhi,Mumbai,09:50,19:40,"Sat, 4 Jun",1 Stop,9h 50m,"17,662"
101,Go First,New Delhi,Mumbai,10:40,19:50,"Sat, 4 Jun",1 Stop,9h 10m,"17,768"
102,Vistara,New Delhi,Mumbai,17:25,"11:40
+ 1 day","Sat, 4 Jun",1 Stop,18h 15m,"17,925"
103,Go First,New Delhi,Mumbai,12:50,21:00,"Sat, 4 Jun",1 Stop,8h 10m,"18,131"
104,Go First,New Delhi,Mumbai,10:25,21:00,"Sat, 4 Jun",1 Stop,10h 35m,"18,131"
105,Vistara,New Delhi,Mumbai,18:40,"14:45
+ 1 day","Sat, 4 Jun",1 Stop,20h 05m,"18,135"
106,IndiGo,New Delhi,Mumbai,07:20,13:45,"Sat, 4 Jun",1 Stop,6h 25m,"18,344"
107,Vistara,New Delhi,Mumbai,20:40,"08:15
+ 1 day","Sat, 4 Jun",1 Stop,11h 35m,"19,185"
108,SpiceJet,New Delhi,Mumbai,11:30,18:00,"Sat, 4 Jun",1 Stop,6h 30m,"19,420"
109,SpiceJet,New Delhi,Mumbai,09:00,14:55,"Sat, 4 Jun",1 Stop,5h 55m,"19,555"
110,Vistara,New Delhi,Mumbai,07:00,14:30,"Sat, 4 Jun",1 Stop,7h 30m,"19,920"
111,Vistara,New Delhi,Mumbai,17:30,23:30,"Sat, 4 Jun",1 Stop,6h 00m,"20,235"
112,Vistara,New Delhi,Mumbai,17:35,23:25,"Sat, 4 Jun",1 Stop,5h 50m,"20,445"
113,Vistara,New Delhi,Mumbai,17:35,"08:15
+ 1 day","Sat, 4 Jun",1 Stop,14h 40m,"20,445"
114,SpiceJet,New Delhi,Mumbai,11:30,18:55,"Sat, 4 Jun",1 Stop,7h 25m,"20,470"
115,Vistara,New Delhi,Mumbai,17:10,22:20,"Sat, 4 Jun",1 Stop,5h 10m,"20,655"
116,SpiceJet,New Delhi,Mumbai,05:45,18:20,"Sat, 4 Jun",1 Stop,12h 35m,"21,342"
117,SpiceJet,New Delhi,Mumbai,08:30,23:55,"Sat, 4 Jun",1 Stop,15h 25m,"21,684"
118,Vistara,New Delhi,Mumbai,20:40,"11:25
+ 1 day","Sat, 4 Jun",1 Stop,14h 45m,"21,810"
119,Vistara,New Delhi,Mumbai,20:40,"23:25
+ 1 day","Sat, 4 Jun",1 Stop,26h 45m,"21,810"
120,Vistara,New Delhi,Mumbai,17:35,23:00,"Sat, 4 Jun",1 Stop,5h 25m,"22,125"
121,Vistara,New Delhi,Mumbai,20:40,"12:00
+ 1 day","Sat, 4 Jun",1 Stop,15h 20m,"23,070"
122,Vistara,New Delhi,Mumbai,17:35,"11:25
+ 1 day","Sat, 4 Jun",1 Stop,17h 50m,"23,070"
123,Air Asia,New Delhi,Mumbai,18:45,"00:20
+ 1 day","Sat, 4 Jun",1 Stop,5h 35m,"23,126"
124,Air Asia,New Delhi,Mumbai,18:45,"07:15
+ 1 day","Sat, 4 Jun",1 Stop,12h 30m,"23,126"
125,Vistara,New Delhi,Mumbai,14:15,23:25,"Sat, 4 Jun",1 Stop,9h 10m,"23,910"
126,Vistara,New Delhi,Mumbai,15:55,23:30,"Sat, 4 Jun",1 Stop,7h 35m,"24,225"
127,Vistara,New Delhi,Mumbai,14:15,20:15,"Sat, 4 Jun",1 Stop,6h 00m,"24,435"
128,Vistara,New Delhi,Mumbai,14:15,20:40,"Sat, 4 Jun",1 Stop,6h 25m,"24,435"
129,Vistara,New Delhi,Mumbai,14:15,21:50,"Sat, 4 Jun",1 Stop,7h 35m,"24,435"
130,Vistara,New Delhi,Mumbai,06:15,20:15,"Sat, 4 Jun",1 Stop,14h 00m,"24,435"
131,Air Asia,New Delhi,Mumbai,09:35,20:40,"Sat, 4 Jun",1 Stop,11h 05m,"26,666"
132,Vistara,New Delhi,Mumbai,09:05,23:25,"Sat, 4 Jun",1 Stop,14h 20m,"26,745"
133,Air Asia,New Delhi,Mumbai,09:35,21:20,"Sat, 4 Jun",1 Stop,11h 45m,"26,876"
134,Vistara,New Delhi,Mumbai,07:30,20:20,"Sat, 4 Jun",1 Stop,12h 50m,"27,060"
135,Vistara,New Delhi,Mumbai,06:15,20:20,"Sat, 4 Jun",1 Stop,14h 05m,"27,060"
136,Vistara,New Delhi,Mumbai,09:05,20:15,"Sat, 4 Jun",1 Stop,11h 10m,"27,270"
137,Vistara,New Delhi,Mumbai,09:05,20:40,"Sat, 4 Jun",1 Stop,11h 35m,"27,270"
138,Vistara,New Delhi,Mumbai,08:05,20:15,"Sat, 4 Jun",1 Stop,12h 10m,"27,270"
139,Vistara,New Delhi,Mumbai,08:05,20:40,"Sat, 4 Jun",1 Stop,12h 35m,"27,270"
140,Vistara,New Delhi,Mumbai,09:05,21:50,"Sat, 4 Jun",1 Stop,12h 45m,"27,270"
141,Vistara,New Delhi,Mumbai,08:05,21:50,"Sat, 4 Jun",1 Stop,13h 45m,"27,270"
142,Vistara,New Delhi,Mumbai,13:45,22:35,"Sat, 4 Jun",1 Stop,8h 50m,"28,005"
143,Vistara,New Delhi,Mumbai,07:30,13:00,"Sat, 4 Jun",1 Stop,5h 30m,"29,370"
144,Vistara,New Delhi,Mumbai,06:15,13:00,"Sat, 4 Jun",1 Stop,6h 45m,"29,370"
145,Vistara,New Delhi,Mumbai,14:10,19:00,"Sat, 4 Jun",1 Stop,4h 50m,"29,475"
146,SpiceJet,New Delhi,Mumbai,09:25,16:10,"Sat, 4 Jun",1 Stop,6h 45m,"32,924"
147,Go First,New Delhi,Mumbai,06:05,10:20,"Sat, 4 Jun",1 Stop,4h 15m,"8,053"
148,Go First,New Delhi,Mumbai,06:05,15:00,"Sat, 4 Jun",1 Stop,8h 55m,"8,053"
149,SpiceJet,New Delhi,Mumbai,20:00,"10:30
+ 1 day","Sat, 4 Jun",1 Stop,14h 30m,"8,053"
150,IndiGo,New Delhi,Mumbai,06:30,08:35,"Sat, 4 Jun",Non Stop,2h 05m,"8,054"
151,IndiGo,New Delhi,Mumbai,05:30,07:40,"Sat, 4 Jun",Non Stop,2h 10m,"8,054"
152,IndiGo,New Delhi,Mumbai,08:45,11:00,"Sat, 4 Jun",Non Stop,2h 15m,"8,054"
153,IndiGo,New Delhi,Mumbai,09:35,12:00,"Sat, 4 Jun",Non Stop,2h 25m,"8,054"
154,Vistara,New Delhi,Mumbai,06:00,08:00,"Sat, 4 Jun",Non Stop,2h 00m,"8,055"
155,Vistara,New Delhi,Mumbai,07:30,09:45,"Sat, 4 Jun",Non Stop,2h 15m,"8,055"
156,IndiGo,New Delhi,Mumbai,23:35,"01:40
+ 1 day","Sat, 4 Jun",Non Stop,2h 05m,"8,264"
157,Air India,New Delhi,Mumbai,07:00,09:05,"Sat, 4 Jun",Non Stop,2h 05m,"8,265"
158,Air India,New Delhi,Mumbai,08:00,10:10,"Sat, 4 Jun",Non Stop,2h 10m,"8,265"
159,IndiGo,New Delhi,Mumbai,07:20,09:25,"Sat, 4 Jun",Non Stop,2h 05m,"8,684"
160,IndiGo,New Delhi,Mumbai,08:00,10:20,"Sat, 4 Jun",Non Stop,2h 20m,"8,684"
161,IndiGo,New Delhi,Mumbai,21:45,"00:10
+ 1 day","Sat, 4 Jun",Non Stop,2h 25m,"8,894"
162,IndiGo,New Delhi,Mumbai,19:45,21:55,"Sat, 4 Jun",Non Stop,2h 10m,"9,104"
163,Vistara,New Delhi,Mumbai,06:30,"06:15
+ 1 day","Sat, 4 Jun",1 Stop,23h 45m,"9,242"
164,SpiceJet,New Delhi,Mumbai,19:45,22:00,"Sat, 4 Jun",Non Stop,2h 15m,"9,523"
165,Vistara,New Delhi,Mumbai,10:20,12:35,"Sat, 4 Jun",Non Stop,2h 15m,"9,630"
166,Vistara,New Delhi,Mumbai,16:45,19:05,"Sat, 4 Jun",Non Stop,2h 20m,"9,630"
167,Air Asia,New Delhi,Mumbai,04:25,06:35,"Sat, 4 Jun",Non Stop,2h 10m,"9,661"
168,IndiGo,New Delhi,Mumbai,17:00,19:05,"Sat, 4 Jun",Non Stop,2h 05m,"9,944"
169,IndiGo,New Delhi,Mumbai,14:10,16:20,"Sat, 4 Jun",Non Stop,2h 10m,"9,944"
170,IndiGo,New Delhi,Mumbai,08:40,15:55,"Sat, 4 Jun",1 Stop,7h 15m,"10,102"
171,IndiGo,New Delhi,Mumbai,07:20,15:55,"Sat, 4 Jun",1 Stop,8h 35m,"10,102"
172,IndiGo,New Delhi,Mumbai,11:55,13:55,"Sat, 4 Jun",Non Stop,2h 00m,"10,154"
173,IndiGo,New Delhi,Mumbai,10:45,12:50,"Sat, 4 Jun",Non Stop,2h 05m,"10,154"
174,IndiGo,New Delhi,Mumbai,15:25,17:35,"Sat, 4 Jun",Non Stop,2h 10m,"10,154"
175,IndiGo,New Delhi,Mumbai,16:15,18:25,"Sat, 4 Jun",Non Stop,2h 10m,"10,154"
176,IndiGo,New Delhi,Mumbai,18:10,20:25,"Sat, 4 Jun",Non Stop,2h 15m,"10,154"
177,Vistara,New Delhi,Mumbai,15:30,17:40,"Sat, 4 Jun",Non Stop,2h 10m,"10,155"
178,Vistara,New Delhi,Mumbai,19:45,21:55,"Sat, 4 Jun",Non Stop,2h 10m,"10,155"
179,Vistara,New Delhi,Mumbai,17:45,20:05,"Sat, 4 Jun",Non Stop,2h 20m,"10,155"
180,Vistara,New Delhi,Mumbai,18:55,21:15,"Sat, 4 Jun",Non Stop,2h 20m,"10,155"
181,IndiGo,New Delhi,Mumbai,02:00,04:10,"Sat, 4 Jun",Non Stop,2h 10m,"10,364"
182,IndiGo,New Delhi,Mumbai,13:00,21:50,"Sat, 4 Jun",1 Stop,8h 50m,"10,627"
183,Vistara,New Delhi,Mumbai,14:20,16:30,"Sat, 4 Jun",Non Stop,2h 10m,"10,680"
184,IndiGo,New Delhi,Mumbai,21:05,"07:10
+ 1 day","Sat, 4 Jun",1 Stop,10h 05m,"10,732"
185,Vistara,New Delhi,Mumbai,21:20,"06:15
+ 1 day","Sat, 4 Jun",1 Stop,8h 55m,"10,817"
186,Vistara,New Delhi,Mumbai,21:20,"09:40
+ 1 day","Sat, 4 Jun",1 Stop,12h 20m,"10,817"
187,Vistara,New Delhi,Mumbai,21:20,"23:05
+ 1 day","Sat, 4 Jun",1 Stop,25h 45m,"10,817"
188,SpiceJet,New Delhi,Mumbai,16:55,"10:35
+ 1 day","Sat, 4 Jun",1 Stop,17h 40m,"10,851"
189,Vistara,New Delhi,Mumbai,12:50,15:00,"Sat, 4 Jun",Non Stop,2h 10m,"11,205"
190,Vistara,New Delhi,Mumbai,20:40,22:50,"Sat, 4 Jun",Non Stop,2h 10m,"11,205"
191,Air India,New Delhi,Mumbai,05:25,09:20,"Sat, 4 Jun",1 Stop,3h 55m,"11,205"
192,Vistara,New Delhi,Mumbai,18:10,"06:15
+ 1 day","Sat, 4 Jun",1 Stop,12h 05m,"11,342"
193,Vistara,New Delhi,Mumbai,18:10,"09:40
+ 1 day","Sat, 4 Jun",1 Stop,15h 30m,"11,342"
194,Vistara,New Delhi,Mumbai,21:30,23:30,"Sat, 4 Jun",Non Stop,2h 00m,"11,730"
195,Vistara,New Delhi,Mumbai,05:55,15:50,"Sat, 4 Jun",1 Stop,9h 55m,"12,045"
196,IndiGo,New Delhi,Mumbai,05:05,13:20,"Sat, 4 Jun",1 Stop,8h 15m,"12,097"
197,Vistara,New Delhi,Mumbai,11:40,14:00,"Sat, 4 Jun",Non Stop,2h 20m,"12,255"
198,IndiGo,New Delhi,Mumbai,04:45,11:20,"Sat, 4 Jun",1 Stop,6h 35m,"12,307"
199,Vistara,New Delhi,Mumbai,18:10,23:05,"Sat, 4 Jun",1 Stop,4h 55m,"12,392"
200,Vistara,New Delhi,Mumbai,06:30,23:05,"Sat, 4 Jun",1 Stop,16h 35m,"12,392"
201,IndiGo,New Delhi,Mumbai,05:15,13:15,"Sat, 4 Jun",1 Stop,8h 00m,"12,412"
202,Go First,New Delhi,Mumbai,07:00,09:15,"Sat, 4 Jun",Non Stop,2h 15m,"12,519"
203,Go First,New Delhi,Mumbai,12:05,14:20,"Sat, 4 Jun",Non Stop,2h 15m,"12,519"
204,IndiGo,New Delhi,Mumbai,22:15,"05:30
+ 1 day","Sat, 4 Jun",1 Stop,7h 15m,"12,622"
205,IndiGo,New Delhi,Mumbai,22:15,"08:00
+ 1 day","Sat, 4 Jun",1 Stop,9h 45m,"12,622"
206,SpiceJet,New Delhi,Mumbai,07:20,09:35,"Sat, 4 Jun",Non Stop,2h 15m,"12,673"
207,IndiGo,New Delhi,Mumbai,06:30,15:45,"Sat, 4 Jun",1 Stop,9h 15m,"12,832"
208,IndiGo,New Delhi,Mumbai,11:15,16:55,"Sat, 4 Jun",1 Stop,5h 40m,"13,042"
209,IndiGo,New Delhi,Mumbai,20:55,"07:25
+ 1 day","Sat, 4 Jun",1 Stop,10h 30m,"13,042"
210,IndiGo,New Delhi,Mumbai,06:30,11:20,"Sat, 4 Jun",1 Stop,4h 50m,"13,147"
211,Air Asia,New Delhi,Mumbai,08:10,20:40,"Sat, 4 Jun",1 Stop,12h 30m,"13,410"
212,IndiGo,New Delhi,Mumbai,17:50,22:10,"Sat, 4 Jun",1 Stop,4h 20m,"14,197"
213,Air Asia,New Delhi,Mumbai,10:40,19:15,"Sat, 4 Jun",1 Stop,8h 35m,"14,250"
214,Air Asia,New Delhi,Mumbai,10:40,23:45,"Sat, 4 Jun",1 Stop,13h 05m,"14,250"
215,IndiGo,New Delhi,Mumbai,17:00,"00:05
+ 1 day","Sat, 4 Jun",1 Stop,7h 05m,"14,302"
216,IndiGo,New Delhi,Mumbai,14:45,"00:05
+ 1 day","Sat, 4 Jun",1 Stop,9h 20m,"14,302"
217,SpiceJet,New Delhi,Mumbai,18:55,"13:40
+ 1 day","Sat, 4 Jun",1 Stop,18h 45m,"14,369"
218,IndiGo,New Delhi,Mumbai,19:35,"05:30
+ 1 day","Sat, 4 Jun",1 Stop,9h 55m,"14,512"
219,IndiGo,New Delhi,Mumbai,19:35,"00:20
+ 1 day","Sat, 4 Jun",1 Stop,4h 45m,"14,617"
220,Air India,New Delhi,Mumbai,10:45,"00:35
+ 1 day","Sat, 4 Jun",1 Stop,13h 50m,"14,670"
221,IndiGo,New Delhi,Mumbai,17:20,"00:20
+ 1 day","Sat, 4 Jun",1 Stop,7h 00m,"15,037"
222,Air India,New Delhi,Mumbai,12:50,19:15,"Sat, 4 Jun",1 Stop,6h 25m,"15,057"
223,Air India,New Delhi,Mumbai,21:15,"11:35
+ 1 day","Sat, 4 Jun",1 Stop,14h 20m,"15,155"
224,Go First,New Delhi,Mumbai,10:40,18:40,"Sat, 4 Jun",1 Stop,8h 00m,"15,458"
225,Go First,New Delhi,Mumbai,20:45,22:55,"Sat, 4 Jun",Non Stop,2h 10m,"15,719"
226,Go First,New Delhi,Mumbai,22:45,"01:00
+ 1 day","Sat, 4 Jun",Non Stop,2h 15m,"15,719"
227,Go First,New Delhi,Mumbai,22:00,"00:30
+ 1 day","Sat, 4 Jun",Non Stop,2h 30m,"15,719"
228,Vistara,New Delhi,Mumbai,09:30,11:35,"Sat, 4 Jun",Non Stop,2h 05m,"15,720"
229,Vistara,New Delhi,Mumbai,08:50,11:10,"Sat, 4 Jun",Non Stop,2h 20m,"15,720"
230,IndiGo,New Delhi,Mumbai,09:50,15:45,"Sat, 4 Jun",1 Stop,5h 55m,"15,877"
231,Vistara,New Delhi,Mumbai,18:00,"15:50
+ 1 day","Sat, 4 Jun",1 Stop,21h 50m,"15,930"
232,Vistara,New Delhi,Mumbai,18:40,"09:45
+ 1 day","Sat, 4 Jun",1 Stop,15h 05m,"16,140"
233,IndiGo,New Delhi,Mumbai,13:35,19:40,"Sat, 4 Jun",1 Stop,6h 05m,"16,297"
