,Airline_Name,Source,Destination,Departure_time,Arrival_time,Date of Journey,Number of stops,Duration,Price
1267,Vistara,New Delhi,Mumbai,18:40,"09:45
+ 1 day","Sat, 11 Jun",1 Stop,15h 05m,"15,615"
1268,Vistara,New Delhi,Mumbai,19:50,"08:15
+ 1 day","Sat, 11 Jun",1 Stop,12h 25m,"15,720"
1269,Vistara,New Delhi,Mumbai,13:20,18:20,"Sat, 11 Jun",1 Stop,5h 00m,"16,035"
1270,Go First,New Delhi,Mumbai,10:40,18:40,"Sat, 11 Jun",1 Stop,8h 00m,"16,140"
1271,Go First,New Delhi,Mumbai,10:40,19:50,"Sat, 11 Jun",1 Stop,9h 10m,"16,140"
1272,Vistara,New Delhi,Mumbai,20:35,"14:30
+ 1 day","Sat, 11 Jun",1 Stop,17h 55m,"16,140"
1273,Air India,New Delhi,Mumbai,06:10,21:05,"Sat, 11 Jun",1 Stop,14h 55m,"16,245"
1274,Vistara,New Delhi,Mumbai,17:35,"08:40
+ 1 day","Sat, 11 Jun",1 Stop,15h 05m,"16,455"
1275,Vistara,New Delhi,Mumbai,19:55,"09:00
+ 1 day","Sat, 11 Jun",1 Stop,13h 05m,"16,560"
1276,Vistara,New Delhi,Mumbai,06:15,20:15,"Sat, 11 Jun",1 Stop,14h 00m,"16,560"
1277,Vistara,New Delhi,Mumbai,06:15,20:40,"Sat, 11 Jun",1 Stop,14h 25m,"16,560"
1278,Vistara,New Delhi,Mumbai,06:15,21:50,"Sat, 11 Jun",1 Stop,15h 35m,"16,560"
1279,Vistara,New Delhi,Mumbai,06:15,23:25,"Sat, 11 Jun",1 Stop,17h 10m,"16,560"
1280,Air India,New Delhi,Mumbai,20:40,"08:05
+ 1 day","Sat, 11 Jun",1 Stop,11h 25m,"16,770"
1281,Air India,New Delhi,Mumbai,16:15,"08:05
+ 1 day","Sat, 11 Jun",1 Stop,15h 50m,"16,770"
1282,Vistara,New Delhi,Mumbai,20:40,"11:25
+ 1 day","Sat, 11 Jun",1 Stop,14h 45m,"16,875"
1283,Vistara,New Delhi,Mumbai,17:35,23:00,"Sat, 11 Jun",1 Stop,5h 25m,"17,190"
1284,Vistara,New Delhi,Mumbai,07:05,14:30,"Sat, 11 Jun",1 Stop,7h 25m,"17,505"
1285,Vistara,New Delhi,Mumbai,06:15,12:00,"Sat, 11 Jun",1 Stop,5h 45m,"17,610"
1286,Vistara,New Delhi,Mumbai,14:45,23:00,"Sat, 11 Jun",1 Stop,8h 15m,"17,715"
1287,Vistara,New Delhi,Mumbai,16:05,21:50,"Sat, 11 Jun",1 Stop,5h 45m,"18,135"
1288,Vistara,New Delhi,Mumbai,17:35,23:25,"Sat, 11 Jun",1 Stop,5h 50m,"18,135"
1289,Vistara,New Delhi,Mumbai,16:05,23:25,"Sat, 11 Jun",1 Stop,7h 20m,"18,135"
1290,Vistara,New Delhi,Mumbai,10:25,23:00,"Sat, 11 Jun",1 Stop,12h 35m,"18,240"
1291,SpiceJet,New Delhi,Mumbai,09:00,14:55,"Sat, 11 Jun",1 Stop,5h 55m,"18,324"
1292,SpiceJet,New Delhi,Mumbai,09:00,18:50,"Sat, 11 Jun",1 Stop,9h 50m,"18,324"
1293,SpiceJet,New Delhi,Mumbai,06:25,13:35,"Sat, 11 Jun",1 Stop,7h 10m,"18,850"
1294,Vistara,New Delhi,Mumbai,09:05,20:15,"Sat, 11 Jun",1 Stop,11h 10m,"19,185"
1295,Vistara,New Delhi,Mumbai,09:05,20:40,"Sat, 11 Jun",1 Stop,11h 35m,"19,185"
1296,Vistara,New Delhi,Mumbai,08:05,20:15,"Sat, 11 Jun",1 Stop,12h 10m,"19,185"
1297,Vistara,New Delhi,Mumbai,08:05,20:40,"Sat, 11 Jun",1 Stop,12h 35m,"19,185"
1298,Vistara,New Delhi,Mumbai,09:05,21:50,"Sat, 11 Jun",1 Stop,12h 45m,"19,185"
1299,Vistara,New Delhi,Mumbai,08:05,21:50,"Sat, 11 Jun",1 Stop,13h 45m,"19,185"
1300,Vistara,New Delhi,Mumbai,09:05,23:25,"Sat, 11 Jun",1 Stop,14h 20m,"19,185"
1301,Vistara,New Delhi,Mumbai,14:15,20:15,"Sat, 11 Jun",1 Stop,6h 00m,"20,445"
1302,Go First,New Delhi,Mumbai,05:00,14:20,"Sat, 11 Jun",1 Stop,9h 20m,"21,468"
1303,SpiceJet,New Delhi,Mumbai,06:25,16:10,"Sat, 11 Jun",1 Stop,9h 45m,"24,314"
1304,SpiceJet,New Delhi,Mumbai,09:25,16:10,"Sat, 11 Jun",1 Stop,6h 45m,"24,524"
1305,Go First,New Delhi,Mumbai,11:50,18:25,"Sat, 11 Jun",1 Stop,6h 35m,"29,774"
1306,Go First,New Delhi,Mumbai,09:25,18:25,"Sat, 11 Jun",1 Stop,9h 00m,"31,874"
1307,Vistara,New Delhi,Mumbai,07:30,09:45,"Sun, 12 Jun",Non Stop,2h 15m,"6,806"
1308,Air Asia,New Delhi,Mumbai,07:25,14:05,"Sun, 12 Jun",1 Stop,6h 40m,"8,052"
1309,Air Asia,New Delhi,Mumbai,20:00,"07:05
+ 1 day","Sun, 12 Jun",1 Stop,11h 05m,"8,052"
1310,Go First,New Delhi,Mumbai,02:40,04:50,"Sun, 12 Jun",Non Stop,2h 10m,"8,053"
1311,Go First,New Delhi,Mumbai,06:00,08:10,"Sun, 12 Jun",Non Stop,2h 10m,"8,053"
1312,Go First,New Delhi,Mumbai,19:50,22:00,"Sun, 12 Jun",Non Stop,2h 10m,"8,053"
1313,Go First,New Delhi,Mumbai,07:00,09:15,"Sun, 12 Jun",Non Stop,2h 15m,"8,053"
1314,SpiceJet,New Delhi,Mumbai,07:20,09:35,"Sun, 12 Jun",Non Stop,2h 15m,"8,053"
1315,Go First,New Delhi,Mumbai,15:45,18:00,"Sun, 12 Jun",Non Stop,2h 15m,"8,053"
1316,SpiceJet,New Delhi,Mumbai,19:45,22:00,"Sun, 12 Jun",Non Stop,2h 15m,"8,053"
1317,SpiceJet,New Delhi,Mumbai,21:40,23:55,"Sun, 12 Jun",Non Stop,2h 15m,"8,053"
1318,Go First,New Delhi,Mumbai,22:45,"01:00
+ 1 day","Sun, 12 Jun",Non Stop,2h 15m,"8,053"
1319,Go First,New Delhi,Mumbai,20:55,23:25,"Sun, 12 Jun",Non Stop,2h 30m,"8,053"
1320,Go First,New Delhi,Mumbai,05:20,10:45,"Sun, 12 Jun",1 Stop,5h 25m,"8,053"
1321,SpiceJet,New Delhi,Mumbai,11:30,18:00,"Sun, 12 Jun",1 Stop,6h 30m,"8,053"
1322,SpiceJet,New Delhi,Mumbai,11:30,18:55,"Sun, 12 Jun",1 Stop,7h 25m,"8,053"
1323,SpiceJet,New Delhi,Mumbai,19:55,"05:15
+ 1 day","Sun, 12 Jun",1 Stop,9h 20m,"8,053"
1324,SpiceJet,New Delhi,Mumbai,15:10,"05:15
+ 1 day","Sun, 12 Jun",1 Stop,14h 05m,"8,053"
1325,SpiceJet,New Delhi,Mumbai,20:00,"10:30
+ 1 day","Sun, 12 Jun",1 Stop,14h 30m,"8,053"
1326,SpiceJet,New Delhi,Mumbai,08:45,23:55,"Sun, 12 Jun",1 Stop,15h 10m,"8,053"
1327,IndiGo,New Delhi,Mumbai,11:55,13:55,"Sun, 12 Jun",Non Stop,2h 00m,"8,054"
1328,IndiGo,New Delhi,Mumbai,06:30,08:35,"Sun, 12 Jun",Non Stop,2h 05m,"8,054"
1329,IndiGo,New Delhi,Mumbai,07:20,09:25,"Sun, 12 Jun",Non Stop,2h 05m,"8,054"
1330,IndiGo,New Delhi,Mumbai,10:45,12:50,"Sun, 12 Jun",Non Stop,2h 05m,"8,054"
1331,IndiGo,New Delhi,Mumbai,23:35,"01:40
+ 1 day","Sun, 12 Jun",Non Stop,2h 05m,"8,054"
1332,IndiGo,New Delhi,Mumbai,02:00,04:10,"Sun, 12 Jun",Non Stop,2h 10m,"8,054"
1333,IndiGo,New Delhi,Mumbai,15:25,17:35,"Sun, 12 Jun",Non Stop,2h 10m,"8,054"
1334,IndiGo,New Delhi,Mumbai,16:15,18:25,"Sun, 12 Jun",Non Stop,2h 10m,"8,054"
1335,IndiGo,New Delhi,Mumbai,08:45,11:00,"Sun, 12 Jun",Non Stop,2h 15m,"8,054"
1336,IndiGo,New Delhi,Mumbai,18:10,20:25,"Sun, 12 Jun",Non Stop,2h 15m,"8,054"
1337,IndiGo,New Delhi,Mumbai,08:00,10:20,"Sun, 12 Jun",Non Stop,2h 20m,"8,054"
1338,IndiGo,New Delhi,Mumbai,09:35,12:00,"Sun, 12 Jun",Non Stop,2h 25m,"8,054"
1339,IndiGo,New Delhi,Mumbai,21:45,"00:10
+ 1 day","Sun, 12 Jun",Non Stop,2h 25m,"8,054"
1340,Vistara,New Delhi,Mumbai,09:30,11:35,"Sun, 12 Jun",Non Stop,2h 05m,"8,055"
1341,Vistara,New Delhi,Mumbai,08:50,11:10,"Sun, 12 Jun",Non Stop,2h 20m,"8,055"
1342,Air India,New Delhi,Mumbai,21:15,23:35,"Sun, 12 Jun",Non Stop,2h 20m,"8,055"
1343,Air Asia,New Delhi,Mumbai,04:25,06:35,"Sun, 12 Jun",Non Stop,2h 10m,"8,085"
1344,Vistara,New Delhi,Mumbai,06:30,23:05,"Sun, 12 Jun",1 Stop,16h 35m,"8,192"
1345,Vistara,New Delhi,Mumbai,06:30,"06:15
+ 1 day","Sun, 12 Jun",1 Stop,23h 45m,"8,192"
1346,IndiGo,New Delhi,Mumbai,17:00,19:05,"Sun, 12 Jun",Non Stop,2h 05m,"8,264"
1347,IndiGo,New Delhi,Mumbai,19:45,21:55,"Sun, 12 Jun",Non Stop,2h 10m,"8,264"
1348,Air India,New Delhi,Mumbai,07:00,09:05,"Sun, 12 Jun",Non Stop,2h 05m,"8,265"
1349,Air India,New Delhi,Mumbai,08:00,10:10,"Sun, 12 Jun",Non Stop,2h 10m,"8,265"
1350,Air India,New Delhi,Mumbai,20:00,22:10,"Sun, 12 Jun",Non Stop,2h 10m,"8,265"
1351,Air India,New Delhi,Mumbai,19:00,21:15,"Sun, 12 Jun",Non Stop,2h 15m,"8,265"
1352,Air India,New Delhi,Mumbai,17:55,22:10,"Sun, 12 Jun",1 Stop,4h 15m,"8,265"
1353,Air Asia,New Delhi,Mumbai,12:50,23:45,"Sun, 12 Jun",1 Stop,10h 55m,"8,341"
1354,SpiceJet,New Delhi,Mumbai,18:55,21:10,"Sun, 12 Jun",Non Stop,2h 15m,"8,473"
1355,Air Asia,New Delhi,Mumbai,13:00,14:50,"Sun, 12 Jun",Non Stop,1h 50m,"8,611"
1356,Air India,New Delhi,Mumbai,10:00,12:35,"Sun, 12 Jun",Non Stop,2h 35m,"8,790"
1357,Air India,New Delhi,Mumbai,15:05,18:10,"Sun, 12 Jun",1 Stop,3h 05m,"8,790"
1358,Go First,New Delhi,Mumbai,14:00,16:10,"Sun, 12 Jun",Non Stop,2h 10m,"9,103"
1359,Go First,New Delhi,Mumbai,18:45,21:00,"Sun, 12 Jun",Non Stop,2h 15m,"9,103"
1360,Vistara,New Delhi,Mumbai,12:50,15:00,"Sun, 12 Jun",Non Stop,2h 10m,"9,630"
1361,Vistara,New Delhi,Mumbai,14:20,16:30,"Sun, 12 Jun",Non Stop,2h 10m,"9,630"
1362,Vistara,New Delhi,Mumbai,15:30,17:40,"Sun, 12 Jun",Non Stop,2h 10m,"9,630"
1363,Vistara,New Delhi,Mumbai,19:45,21:55,"Sun, 12 Jun",Non Stop,2h 10m,"9,630"
1364,Vistara,New Delhi,Mumbai,20:40,22:50,"Sun, 12 Jun",Non Stop,2h 10m,"9,630"
1365,Vistara,New Delhi,Mumbai,10:20,12:35,"Sun, 12 Jun",Non Stop,2h 15m,"9,630"
1366,Vistara,New Delhi,Mumbai,11:40,14:00,"Sun, 12 Jun",Non Stop,2h 20m,"9,630"
1367,Vistara,New Delhi,Mumbai,16:45,19:05,"Sun, 12 Jun",Non Stop,2h 20m,"9,630"
1368,Vistara,New Delhi,Mumbai,17:45,20:05,"Sun, 12 Jun",Non Stop,2h 20m,"9,630"
1369,Vistara,New Delhi,Mumbai,18:55,21:15,"Sun, 12 Jun",Non Stop,2h 20m,"9,630"
1370,Air Asia,New Delhi,Mumbai,18:45,"00:20
+ 1 day","Sun, 12 Jun",1 Stop,5h 35m,"9,631"
1371,Vistara,New Delhi,Mumbai,18:10,23:05,"Sun, 12 Jun",1 Stop,4h 55m,"9,767"
1372,Vistara,New Delhi,Mumbai,18:10,"06:15
+ 1 day","Sun, 12 Jun",1 Stop,12h 05m,"9,767"
1373,Vistara,New Delhi,Mumbai,18:10,"09:40
+ 1 day","Sun, 12 Jun",1 Stop,15h 30m,"9,767"
1374,IndiGo,New Delhi,Mumbai,08:30,15:55,"Sun, 12 Jun",1 Stop,7h 25m,"9,892"
1375,IndiGo,New Delhi,Mumbai,07:20,15:55,"Sun, 12 Jun",1 Stop,8h 35m,"9,892"
1376,IndiGo,New Delhi,Mumbai,13:00,21:50,"Sun, 12 Jun",1 Stop,8h 50m,"9,892"
1377,IndiGo,New Delhi,Mumbai,21:05,"07:10
+ 1 day","Sun, 12 Jun",1 Stop,10h 05m,"9,892"
1378,Vistara,New Delhi,Mumbai,21:30,23:30,"Sun, 12 Jun",Non Stop,2h 00m,"10,155"
1379,Vistara,New Delhi,Mumbai,21:20,"06:15
+ 1 day","Sun, 12 Jun",1 Stop,8h 55m,"10,292"
1380,Vistara,New Delhi,Mumbai,21:20,"09:40
+ 1 day","Sun, 12 Jun",1 Stop,12h 20m,"10,292"
1381,Vistara,New Delhi,Mumbai,21:20,"23:05
+ 1 day","Sun, 12 Jun",1 Stop,25h 45m,"10,292"
1382,IndiGo,New Delhi,Mumbai,18:45,"00:05
+ 1 day","Sun, 12 Jun",1 Stop,5h 20m,"10,312"
1383,IndiGo,New Delhi,Mumbai,05:05,13:20,"Sun, 12 Jun",1 Stop,8h 15m,"10,312"
1384,IndiGo,New Delhi,Mumbai,14:45,"00:05
+ 1 day","Sun, 12 Jun",1 Stop,9h 20m,"10,732"
1385,IndiGo,New Delhi,Mumbai,09:50,20:25,"Sun, 12 Jun",1 Stop,10h 35m,"10,942"
1386,Air India,New Delhi,Mumbai,08:40,"09:40
+ 1 day","Sun, 12 Jun",1 Stop,25h 00m,"10,962"
1387,IndiGo,New Delhi,Mumbai,14:10,16:20,"Sun, 12 Jun",Non Stop,2h 10m,"11,204"
1388,Vistara,New Delhi,Mumbai,13:20,"16:00
+ 1 day","Sun, 12 Jun",1 Stop,26h 40m,"11,520"
1389,Air Asia,New Delhi,Mumbai,21:00,"07:15
+ 1 day","Sun, 12 Jun",1 Stop,10h 15m,"11,836"
1390,Air Asia,New Delhi,Mumbai,09:35,20:40,"Sun, 12 Jun",1 Stop,11h 05m,"11,836"
1391,Air Asia,New Delhi,Mumbai,09:35,21:20,"Sun, 12 Jun",1 Stop,11h 45m,"11,836"
1392,Go First,New Delhi,Mumbai,06:05,10:20,"Sun, 12 Jun",1 Stop,4h 15m,"11,912"
1393,Go First,New Delhi,Mumbai,06:05,12:10,"Sun, 12 Jun",1 Stop,6h 05m,"11,912"
1394,Go First,New Delhi,Mumbai,16:50,"02:00
+ 1 day","Sun, 12 Jun",1 Stop,9h 10m,"11,912"
1395,IndiGo,New Delhi,Mumbai,06:30,11:20,"Sun, 12 Jun",1 Stop,4h 50m,"11,992"
1396,IndiGo,New Delhi,Mumbai,05:20,10:35,"Sun, 12 Jun",1 Stop,5h 15m,"11,992"
1397,IndiGo,New Delhi,Mumbai,04:45,11:20,"Sun, 12 Jun",1 Stop,6h 35m,"11,992"
1398,IndiGo,New Delhi,Mumbai,10:10,17:25,"Sun, 12 Jun",1 Stop,7h 15m,"11,992"
1399,IndiGo,New Delhi,Mumbai,05:15,13:15,"Sun, 12 Jun",1 Stop,8h 00m,"11,992"
1400,IndiGo,New Delhi,Mumbai,06:30,15:45,"Sun, 12 Jun",1 Stop,9h 15m,"11,992"
1401,IndiGo,New Delhi,Mumbai,20:55,"07:25
+ 1 day","Sun, 12 Jun",1 Stop,10h 30m,"11,992"
1402,Vistara,New Delhi,Mumbai,05:55,15:50,"Sun, 12 Jun",1 Stop,9h 55m,"12,045"
1403,IndiGo,New Delhi,Mumbai,17:50,22:10,"Sun, 12 Jun",1 Stop,4h 20m,"12,202"
1404,Air India,New Delhi,Mumbai,05:15,09:20,"Sun, 12 Jun",1 Stop,4h 05m,"12,255"
1405,IndiGo,New Delhi,Mumbai,00:15,05:30,"Sun, 12 Jun",1 Stop,5h 15m,"12,412"
1406,IndiGo,New Delhi,Mumbai,17:20,"00:20
+ 1 day","Sun, 12 Jun",1 Stop,7h 00m,"12,412"
1407,IndiGo,New Delhi,Mumbai,00:15,08:00,"Sun, 12 Jun",1 Stop,7h 45m,"12,412"
1408,Air Asia,New Delhi,Mumbai,08:10,20:40,"Sun, 12 Jun",1 Stop,12h 30m,"12,780"
1409,Air India,New Delhi,Mumbai,05:20,16:25,"Sun, 12 Jun",2 Stop(s),11h 05m,"12,845"
1410,IndiGo,New Delhi,Mumbai,05:45,12:50,"Sun, 12 Jun",1 Stop,7h 05m,"12,937"
1411,SpiceJet,New Delhi,Mumbai,05:45,18:20,"Sun, 12 Jun",1 Stop,12h 35m,"12,943"
1412,Go First,New Delhi,Mumbai,20:05,"02:00
+ 1 day","Sun, 12 Jun",1 Stop,5h 55m,"13,120"
1413,IndiGo,New Delhi,Mumbai,22:15,"05:30
+ 1 day","Sun, 12 Jun",1 Stop,7h 15m,"13,252"
1414,IndiGo,New Delhi,Mumbai,22:15,"08:00
+ 1 day","Sun, 12 Jun",1 Stop,9h 45m,"13,252"
1415,SpiceJet,New Delhi,Mumbai,16:55,"10:35
+ 1 day","Sun, 12 Jun",1 Stop,17h 40m,"13,620"
1416,Vistara,New Delhi,Mumbai,18:00,"15:50
+ 1 day","Sun, 12 Jun",1 Stop,21h 50m,"13,620"
1417,Air India,New Delhi,Mumbai,22:00,"00:35
+ 2 days","Sun, 12 Jun",1 Stop,26h 35m,"13,620"
1418,IndiGo,New Delhi,Mumbai,07:20,13:45,"Sun, 12 Jun",1 Stop,6h 25m,"13,829"
1419,Air India,New Delhi,Mumbai,22:00,"08:05
+ 1 day","Sun, 12 Jun",1 Stop,10h 05m,"13,830"
1420,SpiceJet,New Delhi,Mumbai,06:25,21:45,"Sun, 12 Jun",1 Stop,15h 20m,"13,872"
1421,Go First,New Delhi,Mumbai,10:55,13:10,"Sun, 12 Jun",Non Stop,2h 15m,"13,933"
1422,Air India,New Delhi,Mumbai,22:00,"16:35
+ 1 day","Sun, 12 Jun",1 Stop,18h 35m,"14,040"
1423,Air India,New Delhi,Mumbai,10:45,"08:05
+ 1 day","Sun, 12 Jun",1 Stop,21h 20m,"14,040"
1424,Air India,New Delhi,Mumbai,07:10,23:50,"Sun, 12 Jun",1 Stop,16h 40m,"14,145"
1425,SpiceJet,New Delhi,Mumbai,12:05,"05:15
+ 1 day","Sun, 12 Jun",1 Stop,17h 10m,"14,179"
1426,Air Asia,New Delhi,Mumbai,10:40,19:15,"Sun, 12 Jun",1 Stop,8h 35m,"14,250"
1427,Vistara,New Delhi,Mumbai,18:40,"14:45
+ 1 day","Sun, 12 Jun",1 Stop,20h 05m,"14,250"
1428,Vistara,New Delhi,Mumbai,13:20,18:20,"Sun, 12 Jun",1 Stop,5h 00m,"14,460"
1429,Vistara,New Delhi,Mumbai,17:10,"11:15
+ 1 day","Sun, 12 Jun",1 Stop,18h 05m,"14,460"
1430,Air India,New Delhi,Mumbai,12:50,19:15,"Sun, 12 Jun",1 Stop,6h 25m,"14,532"
1431,Air India,New Delhi,Mumbai,21:15,"11:35
+ 1 day","Sun, 12 Jun",1 Stop,14h 20m,"14,735"
1432,Air India,New Delhi,Mumbai,16:45,"12:05
+ 1 day","Sun, 12 Jun",1 Stop,19h 20m,"14,911"
1433,IndiGo,New Delhi,Mumbai,13:35,19:40,"Sun, 12 Jun",1 Stop,6h 05m,"15,037"
1434,Air India,New Delhi,Mumbai,13:45,"12:05
+ 1 day","Sun, 12 Jun",1 Stop,22h 20m,"15,226"
1435,Air India,New Delhi,Mumbai,07:05,16:25,"Sun, 12 Jun",1 Stop,9h 20m,"15,300"
1436,Vistara,New Delhi,Mumbai,20:35,"08:40
+ 1 day","Sun, 12 Jun",1 Stop,12h 05m,"15,405"
1437,Vistara,New Delhi,Mumbai,20:35,"10:00
+ 1 day","Sun, 12 Jun",1 Stop,13h 25m,"15,405"
1438,Vistara,New Delhi,Mumbai,17:35,"08:40
+ 1 day","Sun, 12 Jun",1 Stop,15h 05m,"15,405"
1439,Vistara,New Delhi,Mumbai,17:35,"10:00
+ 1 day","Sun, 12 Jun",1 Stop,16h 25m,"15,405"
1440,Vistara,New Delhi,Mumbai,20:35,"14:30
+ 1 day","Sun, 12 Jun",1 Stop,17h 55m,"15,405"
1441,IndiGo,New Delhi,Mumbai,11:15,16:55,"Sun, 12 Jun",1 Stop,5h 40m,"15,667"
1442,Air India,New Delhi,Mumbai,14:00,16:15,"Sun, 12 Jun",Non Stop,2h 15m,"15,720"
1443,IndiGo,New Delhi,Mumbai,19:35,"00:20
+ 1 day","Sun, 12 Jun",1 Stop,4h 45m,"15,877"
1444,IndiGo,New Delhi,Mumbai,19:35,"05:30
+ 1 day","Sun, 12 Jun",1 Stop,9h 55m,"15,877"
1445,Go First,New Delhi,Mumbai,05:00,14:20,"Sun, 12 Jun",1 Stop,9h 20m,"16,218"
1446,Vistara,New Delhi,Mumbai,13:40,"11:15
+ 1 day","Sun, 12 Jun",1 Stop,21h 35m,"16,980"
1447,Air India,New Delhi,Mumbai,09:45,23:50,"Sun, 12 Jun",1 Stop,14h 05m,"17,400"
1448,Go First,New Delhi,Mumbai,10:40,18:40,"Sun, 12 Jun",1 Stop,8h 00m,"18,030"
1449,Go First,New Delhi,Mumbai,10:40,19:50,"Sun, 12 Jun",1 Stop,9h 10m,"18,030"
1450,Vistara,New Delhi,Mumbai,07:10,14:45,"Sun, 12 Jun",1 Stop,7h 35m,"18,135"
1451,Vistara,New Delhi,Mumbai,17:35,23:00,"Sun, 12 Jun",1 Stop,5h 25m,"18,240"
1452,Air India,New Delhi,Mumbai,10:45,16:35,"Sun, 12 Jun",1 Stop,5h 50m,"18,345"
1453,Air India,New Delhi,Mumbai,10:45,"00:35
+ 1 day","Sun, 12 Jun",1 Stop,13h 50m,"18,345"
1454,Air Asia,New Delhi,Mumbai,12:50,19:15,"Sun, 12 Jun",1 Stop,6h 25m,"18,370"
1455,SpiceJet,New Delhi,Mumbai,12:05,18:50,"Sun, 12 Jun",1 Stop,6h 45m,"19,157"
1456,Vistara,New Delhi,Mumbai,14:45,23:00,"Sun, 12 Jun",1 Stop,8h 15m,"19,290"
1457,Go First,New Delhi,Mumbai,08:50,14:40,"Sun, 12 Jun",1 Stop,5h 50m,"19,448"
1458,Go First,New Delhi,Mumbai,12:50,21:00,"Sun, 12 Jun",1 Stop,8h 10m,"19,497"
1459,Vistara,New Delhi,Mumbai,07:05,14:30,"Sun, 12 Jun",1 Stop,7h 25m,"19,500"
1460,Go First,New Delhi,Mumbai,08:50,18:40,"Sun, 12 Jun",1 Stop,9h 50m,"19,868"
1461,Vistara,New Delhi,Mumbai,17:10,22:20,"Sun, 12 Jun",1 Stop,5h 10m,"20,445"
1462,Vistara,New Delhi,Mumbai,07:05,23:00,"Sun, 12 Jun",1 Stop,15h 55m,"21,600"
1463,Go First,New Delhi,Mumbai,05:20,11:30,"Sun, 12 Jun",1 Stop,6h 10m,"22,844"
1464,Vistara,New Delhi,Mumbai,13:40,22:20,"Sun, 12 Jun",1 Stop,8h 40m,"22,965"
1465,Vistara,New Delhi,Mumbai,10:25,23:00,"Sun, 12 Jun",1 Stop,12h 35m,"23,805"
1466,SpiceJet,New Delhi,Mumbai,09:50,16:10,"Sun, 12 Jun",1 Stop,6h 20m,"23,998"
1467,Go First,New Delhi,Mumbai,09:25,18:25,"Sun, 12 Jun",1 Stop,9h 00m,"24,418"
1468,SpiceJet,New Delhi,Mumbai,09:25,16:10,"Sun, 12 Jun",1 Stop,6h 45m,"24,838"
1469,SpiceJet,New Delhi,Mumbai,06:25,13:35,"Sun, 12 Jun",1 Stop,7h 10m,"26,414"
1470,SpiceJet,New Delhi,Mumbai,06:25,16:10,"Sun, 12 Jun",1 Stop,9h 45m,"27,254"
1471,Air Asia,New Delhi,Mumbai,18:45,"00:20
+ 1 day","Mon, 13 Jun",1 Stop,5h 35m,"8,052"
1472,Air Asia,New Delhi,Mumbai,12:50,19:15,"Mon, 13 Jun",1 Stop,6h 25m,"8,052"
1473,Air Asia,New Delhi,Mumbai,07:25,14:05,"Mon, 13 Jun",1 Stop,6h 40m,"8,052"
1474,Air Asia,New Delhi,Mumbai,10:40,19:15,"Mon, 13 Jun",1 Stop,8h 35m,"8,052"
1475,Air Asia,New Delhi,Mumbai,21:40,"07:15
+ 1 day","Mon, 13 Jun",1 Stop,9h 35m,"8,052"
1476,Air Asia,New Delhi,Mumbai,21:00,"07:15
+ 1 day","Mon, 13 Jun",1 Stop,10h 15m,"8,052"
1477,Air Asia,New Delhi,Mumbai,12:50,23:45,"Mon, 13 Jun",1 Stop,10h 55m,"8,052"
1478,Air Asia,New Delhi,Mumbai,09:35,20:40,"Mon, 13 Jun",1 Stop,11h 05m,"8,052"
1479,Air Asia,New Delhi,Mumbai,20:00,"07:05
+ 1 day","Mon, 13 Jun",1 Stop,11h 05m,"8,052"
1480,Air Asia,New Delhi,Mumbai,09:35,21:20,"Mon, 13 Jun",1 Stop,11h 45m,"8,052"
1481,Go First,New Delhi,Mumbai,02:40,04:50,"Mon, 13 Jun",Non Stop,2h 10m,"8,053"
1482,Go First,New Delhi,Mumbai,06:00,08:10,"Mon, 13 Jun",Non Stop,2h 10m,"8,053"
1483,Go First,New Delhi,Mumbai,14:00,16:10,"Mon, 13 Jun",Non Stop,2h 10m,"8,053"
1484,Go First,New Delhi,Mumbai,20:45,22:55,"Mon, 13 Jun",Non Stop,2h 10m,"8,053"
1485,Go First,New Delhi,Mumbai,07:00,09:15,"Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1486,Go First,New Delhi,Mumbai,10:55,13:10,"Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1487,Go First,New Delhi,Mumbai,15:45,18:00,"Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1488,Go First,New Delhi,Mumbai,18:45,21:00,"Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1489,SpiceJet,New Delhi,Mumbai,18:55,21:10,"Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1490,SpiceJet,New Delhi,Mumbai,19:45,22:00,"Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1491,SpiceJet,New Delhi,Mumbai,21:40,23:55,"Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1492,Go First,New Delhi,Mumbai,22:45,"01:00
+ 1 day","Mon, 13 Jun",Non Stop,2h 15m,"8,053"
1493,Go First,New Delhi,Mumbai,20:55,23:25,"Mon, 13 Jun",Non Stop,2h 30m,"8,053"
1494,Go First,New Delhi,Mumbai,05:20,10:45,"Mon, 13 Jun",1 Stop,5h 25m,"8,053"
1495,SpiceJet,New Delhi,Mumbai,15:30,21:45,"Mon, 13 Jun",1 Stop,6h 15m,"8,053"
1496,SpiceJet,New Delhi,Mumbai,11:30,18:00,"Mon, 13 Jun",1 Stop,6h 30m,"8,053"
1497,SpiceJet,New Delhi,Mumbai,12:05,18:50,"Mon, 13 Jun",1 Stop,6h 45m,"8,053"
1498,Go First,New Delhi,Mumbai,09:00,15:55,"Mon, 13 Jun",1 Stop,6h 55m,"8,053"
